10315,0
10316,0
10317,0
10318,0
10319,1
10320,1
10321,0
10322,0
10323,1
10324,0
10325,1
10326,1
10327,0
10328,0
10329,0
10330,0
10331,0
10332,0
10333,0
10334,0
10335,0
10336,0
10337,1
10338,0
10339,1
10340,0
10341,1
10342,0
10343,1
10344,0
10345,0
10346,1
10347,0
10348,0
10349,0
10350,0
10351,1
10352,1
10353,1
10354,0
10355,1
10356,0
10357,0
10358,0
10359,0
10360,0
10361,0
10362,0
10363,1
10364,1
10365,0
10366,0
10367,1
10368,1
10369,0
10370,0
10371,0
10372,1
10373,1
10374,0
10375,0
10376,0
10377,0
10378,0
10379,1
10380,1
10381,0
10382,0
10383,0
10384,1
10385,1
10386,1
10387,0
10388,0
10389,0
10390,1
10391,0
10392,0
10393,0
10394,0
10395,0
10396,0
10397,0
10398,0
10399,1
10400,1
10401,0
10402,0
10403,0
10404,0
10405,0
10406,0
10407,0
10408,0
10409,0
10410,0
10411,1
10412,0
10413,0
10414,0
10415,0
10416,0
10417,1
10418,0
10419,0
10420,0
10421,1
10422,0
10423,1
10424,0
10425,0
10426,0
10427,0
10428,1
10429,0
10430,0
10431,0
10432,1
10433,1
10434,0
10435,1
10436,0
10437,0
10438,0
10439,1
10440,0
10441,1
10442,0
10443,0
10444,0
10445,0
10446,0
10447,0
10448,0
10449,0
10450,0
10451,0
10452,0
10453,0
10454,0
10455,0
10456,1
10457,0
10458,0
10459,0
10460,0
10461,0
10462,0
10463,1
10464,1
10465,0
10466,0
10467,0
10468,0
10469,0
10470,0
10471,0
10472,0
10473,1
10474,0
10475,0
10476,1
10477,1
10478,0
10479,1
10480,0
10481,0
10482,1
10483,0
10484,0
10485,1
10486,0
10487,0
10488,1
10489,0
10490,0
10491,0
10492,0
10493,0
10494,0
10495,0
10496,0
10497,0
10498,1
10499,1
10500,0
10501,0
10502,0
10503,1
10504,0
10505,0
10506,0
10507,0
10508,1
10509,1
10510,0
10511,1
10512,1
10513,1
10514,0
10515,0
10516,1
10517,0
10518,0
10519,0
10520,1
10521,0
10522,0
10523,0
10524,0
10525,1
10526,0
10527,0
10528,0
10529,0
10530,1
10531,0
10532,0
10533,1
10534,0
10535,0
10536,1
10537,0
10538,0
10539,1
10540,0
10541,0
10542,0
10543,1
10544,0
10545,0
10546,0
10547,0
10548,0
10549,0
10550,0
10551,0
10552,1
10553,1
10554,0
10555,0
10556,1
10557,0
10558,0
10559,0
10560,0
10561,0
10562,0
10563,0
10564,0
10565,1
10566,0
10567,0
10568,0
10569,0
10570,0
10571,0
10572,0
10573,0
10574,0
10575,0
10576,0
10577,0
10578,0
10579,0
10580,0
10581,0
10582,0
10583,0
10584,0
10585,0
10586,1
10587,0
10588,0
10589,0
10590,0
10591,0
10592,0
10593,0
10594,0
10595,0
10596,0
10597,1
10598,1
10599,0
10600,0
10601,1
10602,1
10603,1
10604,1
10605,1
10606,0
10607,0
10608,0
10609,0
10610,0
10611,0
10612,0
10613,0
10614,0
10615,0
10616,1
10617,0
10618,0
10619,0
10620,1
10621,0
10622,0
10623,1
10624,1
10625,1
10626,1
10627,0
10628,1
10629,1
10630,1
10631,0
10632,0
10633,0
10634,0
10635,1
10636,1
10637,0
10638,1
10639,0
10640,1
10641,0
10642,0
10643,0
10644,0
10645,1
10646,0
10647,0
10648,1
10649,0
10650,0
10651,0
10652,0
10653,0
10654,0
10655,0
10656,1
10657,0
10658,1
10659,0
10660,1
10661,0
10662,0
10663,0
10664,0
10665,0
10666,0
10667,0
10668,0
10669,0
10670,0
10671,0
10672,0
10673,1
10674,0
10675,0
10676,0
10677,1
10678,0
10679,0
10680,0
10681,0
10682,0
10683,0
10684,0
10685,1
10686,1
10687,0
10688,0
10689,0
10690,0
10691,0
10692,1
10693,0
10694,1
10695,0
10696,1
10697,1
10698,1
10699,0
10700,0
10701,0
10702,1
10703,0
10704,0
10705,0
10706,0
10707,0
10708,1
10709,0
10710,1
10711,0
10712,0
10713,0
10714,0
10715,0
10716,0
10717,0
10718,0
10719,0
10720,0
10721,0
10722,1
10723,0
10724,1
10725,0
10726,0
10727,0
10728,0
10729,0
10730,0
10731,1
10732,0
10733,0
10734,0
10735,0
10736,0
10737,0
10738,1
10739,0
10740,0
10741,0
10742,0
10743,0
10744,0
10745,0
10746,0
10747,0
10748,0
10749,0
10750,0
10751,1
10752,0
10753,1
10754,0
10755,0
10756,0
10757,1
10758,0
10759,0
10760,0
10761,0
10762,0
10763,0
10764,0
10765,0
10766,1
10767,0
10768,0
10769,0
10770,0
10771,0
10772,0
10773,1
10774,0
10775,1
10776,0
10777,1
10778,0
10779,0
10780,0
10781,0
10782,0
10783,0
10784,1
10785,0
10786,0
10787,1
10788,0
10789,0
10790,0
10791,0
10792,0
10793,0
10794,0
10795,0
10796,0
10797,0
10798,0
10799,0
10800,1
10801,1
10802,1
10803,1
10804,0
10805,0
10806,0
10807,0
10808,0
10809,0
10810,0
10811,0
10812,1
10813,0
10814,1
10815,0
10816,0
10817,1
10818,0
10819,1
10820,1
10821,1
10822,0
10823,0
10824,1
10825,0
10826,0
10827,0
10828,1
10829,1
10830,0
10831,0
10832,1
10833,1
10834,0
10835,0
10836,0
10837,0
10838,0
10839,0
10840,1
10841,0
10842,0
10843,0
10844,0
10845,1
10846,0
10847,1
10848,0
10849,0
10850,0
10851,0
10852,0
10853,0
10854,0
10855,0
10856,0
10857,1
10858,1
10859,0
10860,1
10861,0
10862,0
10863,0
10864,0
10865,0
10866,0
10867,0
10868,0
10869,0
10870,1
10871,1
10872,0
10873,0
10874,1
10875,0
10876,1
10877,0
10878,1
10879,0
10880,1
10881,0
10882,0
10883,0
10884,0
10885,0
10886,0
10887,1
10888,1
10889,0
10890,0
10891,0
10892,0
10893,0
10894,0
10895,0
10896,0
10897,1
10898,0
10899,0
10900,1
10901,0
10902,0
10903,1
10904,0
10905,0
10906,0
10907,1
10908,1
10909,0
10910,0
10911,0
10912,0
10913,1
10914,0
10915,1
10916,0
10917,0
10918,0
10919,1
10920,0
10921,0
10922,0
10923,0
10924,0
10925,0
10926,0
10927,0
10928,0
10929,0
10930,0
10931,0
10932,0
10933,0
10934,0
10935,0
10936,0
10937,0
10938,0
10939,1
10940,0
10941,0
10942,0
10943,0
10944,0
10945,1
10946,0
10947,0
10948,0
10949,0
10950,0
10951,0
10952,0
10953,0
10954,0
10955,0
10956,1
10957,0
10958,0
10959,1
10960,0
10961,0
10962,1
10963,0
10964,0
10965,0
10966,0
10967,1
10968,0
10969,0
10970,0
10971,0
10972,0
10973,0
10974,0
10975,0
10976,0
10977,0
10978,1
10979,0
10980,0
10981,0
10982,0
10983,0
10984,1
10985,0
10986,1
10987,0
10988,1
10989,0
10990,1
10991,0
10992,0
10993,0
10994,1
10995,0
10996,1
10997,0
10998,0
10999,0
11000,0
11001,0
11002,0
11003,0
11004,0
11005,0
11006,0
11007,0
11008,1
11009,0
11010,0
11011,1
11012,1
11013,0
11014,0
11015,0
11016,0
11017,0
11018,0
11019,0
11020,1
11021,0
11022,0
11023,0
11024,0
11025,0
11026,0
11027,1
11028,0
11029,0
11030,0
11031,0
11032,0
11033,0
11034,0
11035,0
11036,0
11037,0
11038,0
11039,1
11040,0
11041,1
11042,0
11043,0
11044,0
11045,1
11046,0
11047,0
11048,1
11049,1
11050,1
11051,0
11052,0
11053,0
11054,0
11055,1
11056,0
11057,0
11058,0
11059,0
11060,0
11061,0
11062,0
11063,0
11064,0
11065,0
11066,0
11067,1
11068,1
11069,0
11070,1
11071,1
11072,0
11073,0
11074,0
11075,0
11076,1
11077,0
11078,1
11079,1
11080,0
11081,0
11082,0
11083,0
11084,1
11085,0
11086,0
11087,0
11088,1
11089,1
11090,0
11091,0
11092,0
11093,0
11094,0
11095,0
11096,1
11097,0
11098,1
11099,0
11100,0
11101,0
11102,0
11103,0
11104,0
11105,0
11106,1
11107,0
11108,0
11109,0
11110,0
11111,0
11112,1
11113,0
11114,0
11115,0
11116,0
11117,0
11118,0
11119,0
11120,0
11121,0
11122,0
11123,0
11124,0
11125,0
11126,0
11127,0
11128,0
11129,0
11130,0
11131,0
11132,1
11133,0
11134,0
11135,1
11136,0
11137,0
11138,0
11139,1
11140,1
11141,1
11142,0
11143,0
11144,0
11145,1
11146,0
11147,0
11148,0
11149,0
11150,0
11151,1
11152,1
11153,0
11154,0
11155,0
11156,0
11157,0
11158,1
11159,1
11160,0
11161,0
11162,0
11163,0
11164,1
11165,0
11166,0
11167,0
11168,1
11169,0
11170,0
11171,1
11172,0
11173,0
11174,0
11175,0
11176,0
11177,0
11178,0
11179,1
11180,1
11181,0
11182,0
11183,0
11184,1
11185,1
11186,0
11187,1
11188,1
11189,1
11190,0
11191,0
11192,0
11193,1
11194,0
11195,0
11196,1
11197,1
11198,0
11199,0
11200,1
11201,1
11202,1
11203,0
11204,0
11205,0
11206,0
11207,0
11208,1
11209,0
11210,0
11211,0
11212,0
11213,0
11214,0
11215,0
11216,0
11217,1
11218,0
11219,0
11220,0
11221,0
11222,0
11223,0
11224,0
11225,1
11226,1
11227,0
11228,0
11229,0
11230,0
11231,0
11232,1
11233,1
11234,0
11235,0
11236,0
11237,1
11238,1
11239,0
11240,1
11241,0
11242,0
11243,0
11244,0
11245,0
11246,0
11247,0
11248,0
11249,0
11250,0
11251,1
11252,0
11253,0
11254,0
11255,0
11256,1
11257,0
11258,0
11259,1
11260,0
11261,1
11262,0
11263,1
11264,0
11265,0
11266,0
11267,1
11268,0
11269,0
11270,0
11271,0
11272,1
11273,0
11274,0
11275,0
11276,1
11277,0
11278,0
11279,1
11280,0
11281,0
11282,0
11283,0
11284,0
11285,1
11286,1
11287,0
11288,0
11289,0
11290,0
11291,0
11292,0
11293,0
11294,0
11295,0
11296,0
11297,0
11298,0
11299,0
11300,0
11301,1
11302,0
11303,0
11304,1
11305,0
11306,0
11307,0
11308,1
11309,0
11310,1
11311,0
11312,0
11313,0
11314,0
11315,1
11316,0
11317,0
11318,0
11319,0
11320,0
11321,0
11322,0
11323,1
11324,1
11325,0
11326,0
11327,0
11328,0
11329,0
11330,0
11331,1
11332,1
11333,0
11334,0
11335,0
11336,0
11337,0
11338,0
11339,0
11340,0
11341,0
11342,0
11343,0
11344,0
11345,0
11346,1
11347,0
11348,1
11349,0
11350,1
11351,0
11352,0
11353,0
11354,0
11355,1
11356,0
11357,0
11358,1
11359,0
11360,0
11361,1
11362,0
11363,0
11364,0
11365,0
11366,0
11367,1
11368,0
11369,0
11370,0
11371,1
11372,0
11373,0
11374,0
11375,1
11376,1
11377,0
11378,0
11379,0
11380,0
11381,0
11382,1
11383,1
11384,0
11385,0
11386,1
11387,0
11388,1
11389,0
11390,0
11391,0
11392,0
11393,1
11394,0
11395,0
11396,1
11397,0
11398,0
11399,0
11400,0
11401,1
11402,0
11403,0
11404,0
11405,0
11406,1
11407,0
11408,0
11409,1
11410,0
11411,0
11412,0
11413,0
11414,0
11415,0
11416,0
11417,0
11418,1
11419,0
11420,0
11421,0
11422,0
11423,0
11424,0
11425,0
11426,1
11427,1
11428,0
11429,0
11430,0
11431,0
11432,0
11433,0
11434,0
11435,0
11436,0
11437,1
11438,0
11439,0
11440,1
11441,0
11442,0
11443,0
11444,0
11445,0
11446,0
11447,0
11448,0
11449,0
11450,0
11451,0
11452,0
11453,0
11454,0
11455,0
11456,0
11457,0
11458,0
11459,0
11460,0
11461,1
11462,0
11463,0
11464,0
11465,0
11466,0
11467,0
11468,0
11469,0
11470,1
11471,0
11472,1
11473,0
11474,0
11475,0
11476,1
11477,0
11478,0
11479,0
11480,0
11481,0
11482,0
11483,0
11484,0
11485,0
11486,0
11487,0
11488,0
11489,0
11490,0
11491,0
11492,0
11493,0
11494,0
11495,0
11496,0
11497,0
11498,0
11499,0
11500,0
11501,0
11502,1
11503,0
11504,0
11505,0
11506,1
11507,0
11508,1
11509,0
11510,0
11511,0
11512,0
11513,0
11514,0
11515,0
11516,0
11517,0
11518,1
11519,0
11520,0
11521,0
11522,0
11523,0
11524,0
11525,0
11526,1
11527,0
11528,0
11529,0
11530,0
11531,1
11532,0
11533,1
11534,0
11535,1
11536,0
11537,0
11538,0
11539,0
11540,1
11541,0
11542,0
11543,0
11544,0
11545,0
11546,0
11547,0
11548,1
11549,0
11550,0
11551,0
11552,0
11553,1
11554,0
11555,1
11556,0
11557,0
11558,0
11559,0
11560,0
11561,0
11562,0
11563,0
11564,0
11565,0
11566,0
11567,0
11568,1
11569,0
11570,0
11571,0
11572,0
11573,1
11574,0
11575,0
11576,0
11577,0
11578,0
11579,1
11580,0
11581,0
11582,0
11583,0
11584,0
11585,0
11586,0
11587,0
11588,0
11589,0
11590,0
11591,0
11592,1
11593,0
11594,0
11595,0
11596,0
11597,0
11598,0
11599,0
11600,0
11601,1
11602,1
11603,1
11604,0
11605,0
11606,0
11607,0
11608,0
11609,0
11610,0
11611,1
11612,0
11613,0
11614,1
11615,0
11616,0
11617,0
11618,0
11619,0
11620,0
11621,1
11622,0
11623,0
11624,1
11625,0
11626,0
11627,1
11628,0
11629,0
11630,0
11631,0
11632,0
11633,1
11634,1
11635,0
11636,0
11637,0
11638,0
11639,0
11640,0
11641,0
11642,0
11643,1
11644,1
11645,0
11646,0
11647,0
11648,0
11649,0
11650,0
11651,0
11652,0
11653,0
11654,1
11655,0
11656,0
11657,0
11658,0
11659,0
11660,0
11661,1
11662,1
11663,1
11664,0
11665,0
11666,1
11667,0
11668,1
11669,0
11670,0
11671,0
11672,1
11673,0
11674,0
11675,0
11676,0
11677,0
11678,1
11679,0
11680,0
11681,0
11682,0
11683,0
11684,1
11685,0
11686,0
11687,0
11688,0
11689,1
11690,1
11691,1
11692,0
11693,0
11694,0
11695,1
11696,0
11697,0
11698,0
11699,0
11700,0
11701,1
11702,0
11703,0
11704,0
11705,0
11706,0
11707,0
11708,0
11709,1
11710,0
11711,0
11712,0
11713,0
11714,0
11715,0
11716,0
11717,1
11718,1
11719,0
11720,1
11721,1
11722,0
11723,0
11724,0
11725,0
11726,1
11727,1
11728,0
11729,0
11730,0
11731,0
11732,0
11733,0
11734,0
11735,0
11736,0
11737,0
11738,0
11739,1
11740,0
11741,0
11742,1
11743,0
11744,1
11745,0
11746,0
11747,1
11748,1
11749,0
11750,0
11751,0
11752,0
11753,0
11754,0
11755,1
11756,0
11757,0
11758,0
11759,1
11760,0
11761,0
11762,0
11763,0
11764,0
11765,0
11766,1
11767,0
11768,0
11769,0
11770,0
11771,0
11772,0
11773,0
11774,0
11775,0
11776,0
11777,1
11778,1
11779,1
11780,1
11781,0
11782,0
11783,0
11784,0
11785,0
11786,0
11787,1
11788,0
11789,0
11790,1
11791,1
11792,1
11793,0
11794,0
11795,0
11796,0
11797,0
11798,1
11799,0
11800,0
11801,0
11802,0
11803,0
11804,1
11805,0
11806,0
11807,0
11808,0
11809,0
11810,0
11811,0
11812,0
11813,0
11814,0
11815,1
11816,0
11817,0
11818,1
11819,1
11820,0
11821,0
11822,0
11823,0
11824,0
11825,1
11826,0
11827,1
11828,0
11829,0
11830,0
11831,0
11832,0
11833,0
11834,0
11835,0
11836,0
11837,0
11838,0
11839,0
11840,0
11841,0
11842,0
11843,0
11844,1
11845,0
11846,1
11847,0
11848,0
11849,0
11850,0
11851,0
11852,0
11853,0
11854,0
11855,0
11856,0
11857,0
11858,0
11859,1
11860,0
11861,1
11862,1
11863,0
11864,0
11865,1
11866,0
11867,0
11868,1
11869,0
11870,0
11871,1
11872,0
11873,0
11874,0
11875,0
11876,0
11877,1
11878,0
11879,0
11880,0
11881,0
11882,1
11883,0
11884,1
11885,1
11886,0
11887,0
11888,0
11889,0
11890,0
11891,0
11892,0
11893,1
11894,0
11895,0
11896,0
11897,0
11898,0
11899,0
11900,0
11901,0
11902,0
11903,0
11904,0
11905,0
11906,0
11907,1
11908,0
11909,0
11910,0
11911,1
11912,0
11913,0
11914,0
11915,1
11916,0
11917,0
11918,0
11919,0
11920,1
11921,0
11922,0
11923,0
11924,0
11925,0
11926,0
11927,0
11928,0
11929,0
11930,0
11931,0
11932,0
11933,0
11934,0
11935,0
11936,0
11937,0
11938,0
11939,0
11940,1
11941,0
11942,0
11943,0
11944,0
11945,0
11946,1
11947,0
11948,1
11949,0
11950,0
11951,1
11952,0
11953,1
11954,0
11955,0
11956,0
11957,0
11958,0
11959,0
11960,1
11961,0
11962,1
11963,0
11964,0
11965,0
11966,0
11967,1
11968,0
11969,0
11970,0
11971,0
11972,0
11973,0
11974,0
11975,0
11976,0
11977,0
11978,0
11979,0
11980,1
11981,0
11982,0
11983,0
11984,0
11985,0
11986,0
11987,0
11988,0
11989,0
11990,0
11991,0
11992,1
11993,0
11994,0
11995,0
11996,0
11997,0
11998,0
11999,0
12000,0
12001,1
12002,0
12003,0
12004,0
12005,0
12006,0
12007,0
12008,0
12009,0
12010,0
12011,0
12012,0
12013,0
12014,0
12015,0
12016,0
12017,0
12018,0
12019,0
12020,0
12021,0
12022,0
12023,0
12024,0
12025,0
12026,0
12027,1
12028,0
12029,0
12030,0
12031,0
12032,1
12033,1
12034,0
12035,0
12036,0
12037,0
12038,0
12039,0
12040,0
12041,0
12042,0
12043,0
12044,0
12045,0
12046,1
12047,0
12048,0
12049,0
12050,0
12051,0
12052,0
12053,0
12054,1
12055,1
12056,0
12057,1
12058,1
12059,1
12060,0
12061,0
12062,0
12063,1
12064,0
12065,1
12066,0
12067,0
12068,0
12069,0
12070,1
12071,0
12072,0
12073,1
12074,1
12075,1
12076,0
12077,0
12078,0
12079,0
12080,1
12081,0
12082,1
12083,0
12084,0
12085,0
12086,0
12087,0
12088,0
12089,0
12090,1
12091,0
12092,0
12093,0
12094,1
12095,0
12096,0
12097,1
12098,0
12099,1
12100,0
12101,0
12102,0
12103,0
12104,0
12105,0
12106,0
12107,0
12108,0
12109,0
12110,0
12111,0
12112,0
12113,0
12114,0
12115,0
12116,1
12117,1
12118,0
12119,0
12120,0
12121,0
12122,0
12123,0
12124,1
12125,0
12126,0
12127,1
12128,1
12129,0
12130,0
12131,0
12132,0
12133,1
12134,0
12135,0
12136,0
12137,0
12138,1
12139,0
12140,0
12141,1
12142,0
12143,1
12144,0
12145,0
12146,0
12147,0
12148,0
12149,0
12150,1
12151,0
12152,1
12153,1
12154,0
12155,0
12156,0
12157,1
12158,0
12159,0
12160,1
12161,1
12162,0
12163,0
12164,0
12165,1
12166,0
12167,0
12168,0
12169,1
12170,0
12171,1
12172,1
12173,0
12174,1
12175,0
12176,0
12177,0
12178,0
12179,1
12180,1
12181,0
12182,1
12183,0
12184,0
12185,0
12186,0
12187,0
12188,0
12189,0
12190,0
12191,0
12192,1
12193,1
12194,1
12195,0
12196,0
12197,1
12198,0
12199,0
12200,0
12201,0
12202,0
12203,0
12204,1
12205,0
12206,0
12207,1
12208,1
12209,0
12210,0
12211,0
12212,0
12213,0
12214,0
12215,1
12216,0
12217,0
12218,0
12219,0
12220,1
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,1
12228,1
12229,0
12230,0
12231,0
12232,1
12233,1
12234,0
12235,0
12236,0
12237,1
12238,1
12239,0
12240,0
12241,0
12242,0
12243,0
12244,0
12245,0
12246,1
12247,0
12248,0
12249,1
12250,0
12251,1
12252,0
12253,0
12254,0
12255,1
12256,0
12257,0
12258,1
12259,0
12260,0
12261,1
12262,0
12263,0
12264,0
12265,0
12266,0
12267,0
12268,0
12269,0
12270,0
12271,1
12272,0
12273,0
12274,0
12275,0
12276,1
12277,1
12278,0
12279,0
12280,0
12281,1
12282,0
12283,0
12284,1
12285,1
12286,0
12287,0
12288,0
12289,0
12290,1
12291,0
12292,0
12293,1
12294,0
12295,0
12296,1
12297,0
12298,0
12299,0
12300,1
12301,0
12302,0
12303,0
12304,0
12305,0
12306,0
12307,0
12308,0
12309,0
12310,0
12311,0
12312,0
12313,0
12314,0
12315,0
12316,0
12317,0
12318,0
12319,1
12320,0
12321,1
12322,0
12323,0
12324,0
12325,0
12326,0
12327,0
12328,1
12329,1
12330,0
12331,1
12332,1
12333,0
12334,0
12335,0
12336,1
12337,0
12338,1
12339,0
12340,0
12341,1
12342,0
12343,0
12344,0
12345,1
12346,0
12347,0
12348,0
12349,0
12350,0
12351,0
12352,0
12353,0
12354,1
12355,0
12356,0
12357,1
12358,1
12359,0
12360,1
12361,0
12362,1
12363,1
12364,1
12365,1
12366,0
12367,0
12368,1
12369,0
12370,1
12371,1
12372,0
12373,0
12374,1
12375,0
12376,1
12377,0
12378,0
12379,1
12380,0
12381,0
12382,1
12383,0
12384,0
12385,0
12386,0
12387,0
12388,1
12389,0
12390,0
12391,0
12392,0
12393,0
12394,0
12395,0
12396,0
12397,0
12398,0
12399,0
12400,0
12401,0
12402,0
12403,0
12404,0
12405,1
12406,0
12407,0
12408,1
12409,0
12410,0
12411,1
12412,0
12413,0
12414,0
12415,0
12416,1
12417,0
12418,0
12419,1
12420,1
12421,0
12422,1
12423,0
12424,0
12425,0
12426,0
12427,0
12428,0
12429,1
12430,0
12431,0
12432,0
12433,0
12434,1
12435,0
12436,0
12437,0
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,0
12445,0
12446,0
12447,0
12448,0
12449,1
12450,0
12451,0
12452,0
12453,0
12454,1
12455,0
12456,1
12457,0
12458,0
12459,0
12460,1
12461,0
12462,1
12463,1
12464,0
12465,0
12466,0
12467,0
12468,1
12469,0
12470,0
12471,0
12472,1
12473,0
12474,0
12475,0
12476,0
12477,0
12478,0
12479,0
12480,0
12481,0
12482,1
12483,0
12484,1
12485,0
12486,0
12487,0
12488,0
12489,0
12490,0
12491,0
12492,0
12493,0
12494,0
12495,0
12496,0
12497,0
12498,0
12499,1
12500,1
12501,0
12502,0
12503,0
12504,0
12505,1
12506,1
12507,1
12508,0
12509,0
12510,0
12511,1
12512,1
12513,1
12514,1
12515,0
12516,1
12517,0
12518,0
12519,1
12520,0
12521,0
12522,0
12523,0
12524,0
12525,0
12526,0
12527,0
12528,0
12529,0
12530,0
12531,1
12532,0
12533,1
12534,0
12535,0
12536,0
12537,1
12538,0
12539,0
12540,1
12541,0
12542,0
12543,0
12544,0
12545,0
12546,1
12547,0
12548,0
12549,0
12550,0
12551,0
12552,1
12553,0
12554,0
12555,1
12556,0
12557,0
12558,1
12559,0
12560,1
12561,0
12562,0
12563,0
12564,0
12565,0
12566,0
12567,0
12568,0
12569,0
12570,0
12571,0
12572,0
12573,0
12574,0
12575,0
12576,1
12577,0
12578,0
12579,0
12580,0
12581,0
12582,0
12583,0
12584,0
12585,0
12586,1
12587,0
12588,0
12589,0
12590,0
12591,0
12592,1
12593,0
12594,0
12595,0
12596,0
12597,0
12598,0
12599,0
12600,0
12601,1
12602,0
12603,1
12604,0
12605,1
12606,0
12607,0
12608,1
12609,0
12610,0
12611,1
12612,0
12613,0
12614,0
12615,0
12616,0
12617,0
12618,0
12619,0
12620,0
12621,0
12622,0
12623,0
12624,0
12625,0
12626,1
12627,0
12628,0
12629,0
12630,0
12631,1
12632,0
12633,0
12634,0
12635,0
12636,0
12637,1
12638,1
12639,0
12640,0
12641,0
12642,0
12643,0
12644,0
12645,0
12646,0
12647,0
12648,0
12649,0
12650,0
12651,0
12652,0
12653,0
12654,1
12655,0
12656,0
12657,0
12658,1
12659,0
12660,1
12661,0
12662,0
12663,0
12664,0
12665,0
12666,1
12667,0
12668,0
12669,0
12670,1
12671,0
12672,0
12673,0
12674,1
12675,0
12676,1
12677,0
12678,0
12679,0
12680,0
12681,0
12682,1
12683,0
12684,0
12685,1
12686,0
12687,0
12688,0
12689,1
12690,0
12691,1
12692,0
12693,1
12694,0
12695,0
12696,0
12697,0
12698,0
12699,0
12700,1
12701,1
12702,1
12703,1
12704,0
12705,0
12706,0
12707,0
12708,0
12709,0
12710,0
12711,0
12712,1
12713,0
12714,1
12715,0
12716,0
12717,1
12718,0
12719,0
12720,0
12721,1
12722,0
12723,0
12724,0
12725,0
12726,0
12727,0
12728,0
12729,0
12730,0
12731,1
12732,0
12733,0
12734,0
12735,0
12736,1
12737,1
12738,1
12739,1
12740,0
12741,0
12742,1
12743,0
12744,1
12745,0
12746,0
12747,0
12748,0
12749,0
12750,0
12751,0
12752,1
12753,0
12754,0
12755,0
12756,1
12757,1
12758,0
12759,0
12760,0
12761,0
12762,1
12763,0
12764,0
12765,0
12766,0
12767,1
12768,0
12769,0
12770,0
12771,0
12772,1
12773,1
12774,0
12775,0
12776,0
12777,0
12778,1
12779,0
12780,0
12781,0
12782,0
12783,0
12784,0
12785,1
12786,0
12787,0
12788,0
12789,0
12790,0
12791,0
12792,0
12793,0
12794,1
12795,0
12796,1
12797,0
12798,0
12799,0
12800,1
12801,0
12802,0
12803,0
12804,0
12805,0
12806,1
12807,0
12808,0
12809,0
12810,0
12811,1
12812,0
12813,0
12814,0
12815,0
12816,0
12817,0
12818,0
12819,0
12820,0
12821,0
12822,0
12823,0
12824,0
12825,0
12826,1
12827,0
12828,0
12829,1
12830,0
12831,0
12832,1
12833,0
12834,0
12835,1
12836,0
12837,0
12838,1
12839,0
12840,1
12841,0
12842,0
12843,0
12844,0
12845,0
12846,0
12847,0
12848,0
12849,0
12850,0
12851,0
12852,0
12853,0
12854,0
12855,0
12856,0
12857,0
12858,1
12859,0
12860,0
12861,0
12862,0
12863,0
12864,1
12865,0
12866,0
12867,1
12868,0
12869,1
12870,0
12871,0
12872,0
12873,0
12874,1
12875,0
12876,0
12877,1
12878,1
12879,0
12880,0
12881,0
12882,0
12883,0
12884,0
12885,0
12886,0
12887,0
12888,0
12889,0
12890,0
12891,0
12892,0
12893,0
12894,0
12895,0
12896,0
12897,1
12898,0
12899,0
